prof_id,title
Senior Director - Sustainability Life Sciences and Public Institutes,Senior Director - Sustainability Life Sciences and Public Institutes
Knowledge Hub Contributor,Knowledge Hub Contributor
Leading Capacity Building in Circular Economy Beyond Waste on a national level,Leading Capacity Building in Circular Economy Beyond Waste on a national level
Sabbatical,Sabbatical
Director Expert Services,Director Expert Services
Sustainable Infrastructure Lead,Sustainable Infrastructure Lead
Consultant & Owner,Consultant & Owner
"Sustainability & ESG Manager, Co-founder","Sustainability & ESG Manager, Co-founder"
Advisory Board Member - Thailand.Org,Advisory Board Member - Thailand.Org
Manager Group Sustainability Reporting,Manager Group Sustainability Reporting
Teacher Trainer (Lerarenopleider),Teacher Trainer (Lerarenopleider)
CEO (Executive Partner),CEO (Executive Partner)
Head of Communications Sweden and Deputy Director of Communications Nordics & Baltics,Head of Communications Sweden and Deputy Director of Communications Nordics & Baltics
Styrelseordförande HSB Värmland,Styrelseordförande HSB Värmland
Chairman & Co-Founder,Chairman & Co-Founder
Coach for Microsoft 365,Coach for Microsoft 365
Non-executive Director - Board Of Directors,Non-executive Director - Board Of Directors
Sustainability & Compliance Manager,Sustainability & Compliance Manager
Managing Partner / Headhunter,Managing Partner / Headhunter
Head of Circular Economy and Industrial Sustainability (CEIS) Research Group,Head of Circular Economy and Industrial Sustainability (CEIS) Research Group
Coach and presentation skills facilitator,Coach and presentation skills facilitator
"Sr. Manager, ESG Data Management and Automation","Sr. Manager, ESG Data Management and Automation"
Regional Advisor SRHR-Private Sector,Regional Advisor SRHR-Private Sector
"Head of Support Team, Office of the Mayor and Council","Head of Support Team, Office of the Mayor and Council"
Head of Marketing and Business Development,Head of Marketing and Business Development
Communication Partner Sustainability,Communication Partner Sustainability
Head of Sustainability in Purchasing,Head of Sustainability in Purchasing
"Partner in Charge, Climate Change & Sustainability Services","Partner in Charge, Climate Change & Sustainability Services"
Global Director Circular and Sustainable Living,Global Director Circular and Sustainable Living
Strategic Partnerships,Strategic Partnerships
"Management Executive, Natural Resource Specialist, Change Manager","Management Executive, Natural Resource Specialist, Change Manager"
Social Sustainability - Business & Commercial Banking,Social Sustainability - Business & Commercial Banking
Executive Manager - HSSE,Executive Manager - HSSE
"Counselor for Science and Innovation, Embassy of Sweden in Washington, DC","Counselor for Science and Innovation, Embassy of Sweden in Washington, DC"
Frukträddarkapten & co-founder,Frukträddarkapten & co-founder
Payments & Checkouts Specialist,Payments & Checkouts Specialist
Chief Project Manager,Chief Project Manager
Regional Sales Manager - Nordics,Regional Sales Manager - Nordics
Senior Sustainability Specialist - Reporting,Senior Sustainability Specialist - Reporting
Energy Specialist,Energy Specialist
Ledamot,Ledamot
Chief International Officer,Chief International Officer
South Asia Lead-Sustainable Impact Operations & Compliance,South Asia Lead-Sustainable Impact Operations & Compliance
Global Media Relations Manager,Global Media Relations Manager
Innovation & Development Leader,Innovation & Development Leader
Sustainability Manager H&M Netherlands,Sustainability Manager H&M Netherlands
Principal(교장),Principal(교장)
Founder and Host,Founder and Host
"IT Product Manager, Microsoft Dynamics 365 Finance","IT Product Manager, Microsoft Dynamics 365 Finance"
Hållbarhets- & Innovationsdirektör,Hållbarhets- & Innovationsdirektör
Senior Reporter,Senior Reporter
Verkställande direktör,Verkställande direktör
Hållbarhetschef/Sustainability Manager,Hållbarhetschef/Sustainability Manager
Senior Controllership Supervisor,Senior Controllership Supervisor
Partnerships and Brand Development Director,Partnerships and Brand Development Director
Hotel Manager,Hotel Manager
Hållbarhetschef / Head of Sustainability,Hållbarhetschef / Head of Sustainability
Aanjager De Veranderschool,Aanjager De Veranderschool
Partnerskap & finansiering,Partnerskap & finansiering
Head of Sustainability CGI Scandinavia and Central Europe,Head of Sustainability CGI Scandinavia and Central Europe
"Senior Consultant, Strategic Advisor, Project management and permission","Senior Consultant, Strategic Advisor, Project management and permission"
Sustainability Engagement Manager,Sustainability Engagement Manager
Förtroendevald Kultur & Fritidsnämnden,Förtroendevald Kultur & Fritidsnämnden
Liaison Officer,Liaison Officer
Senior Vice President - Head of Second Party Opinions EMEA & APAC,Senior Vice President - Head of Second Party Opinions EMEA & APAC
Group Controller Finance/Sustainability & CSRD Project Lead,Group Controller Finance/Sustainability & CSRD Project Lead
Social Development Officer,Social Development Officer
"Principal Consultant, Sustainability","Principal Consultant, Sustainability"
Paus,Paus
PhD Candidate,PhD Candidate
Rörelserebell I Talare I Klättrande Trädfällare,Rörelserebell I Talare I Klättrande Trädfällare
Chair TechSweden Sustainability Council,Chair TechSweden Sustainability Council
Hållbarhetskonsult | Affärsdrivet hållbarhetsarbete | Senior Consultant Sustainability,Hållbarhetskonsult | Affärsdrivet hållbarhetsarbete | Senior Consultant Sustainability
Consultant/Owner,Consultant/Owner
Styrelsesuppleant,Styrelsesuppleant
Rise certification AB,Rise certification AB
Business Development Executive / CEO,Business Development Executive / CEO
"Head Governance and Social Impact, Group Sustainability","Head Governance and Social Impact, Group Sustainability"
Freelance Photographer,Freelance Photographer
"Public speaker, Changemaker & Creator","Public speaker, Changemaker & Creator"
Fashion and Sustainability Teaching Assistant (Cultore della Materia),Fashion and Sustainability Teaching Assistant (Cultore della Materia)
Hållbarhetsentreprenör,Hållbarhetsentreprenör
"Journalist, Aktuell Hållbarhet","Journalist, Aktuell Hållbarhet"
Strategist to the director of communications & IT,Strategist to the director of communications & IT
Learning And Development Specialist,Learning And Development Specialist
"Director, Public Affairs N. America - Recycling & Circular Economy","Director, Public Affairs N. America - Recycling & Circular Economy"
Founder/Owner,Founder/Owner
"Director, Responsible Investing & Sustainability","Director, Responsible Investing & Sustainability"
Head of Corporate Responsbility Advania Group,Head of Corporate Responsbility Advania Group
Corporate relations and fundraising manager,Corporate relations and fundraising manager
Account Coordinator,Account Coordinator
"Sustainability Manager Sweden, Denmark","Sustainability Manager Sweden, Denmark"
Operations Manager & Human Resources Manager,Operations Manager & Human Resources Manager
Business expert - Sustainability,Business expert - Sustainability
Instructional Designer and Educational Consultant,Instructional Designer and Educational Consultant
"Speaker, workshop facilitator, communicator, founder","Speaker, workshop facilitator, communicator, founder"
Miljöstrateg,Miljöstrateg
Strategy Lead H&M Foundation,Strategy Lead H&M Foundation
"Mentor, Senior Fellow (UN),Talk Moderator and Keynote Speaker at International Events","Mentor, Senior Fellow (UN),Talk Moderator and Keynote Speaker at International Events"
Senior Procurement & Quality Engineer,Senior Procurement & Quality Engineer
"Digital Transformation Leader, Group Digital","Digital Transformation Leader, Group Digital"
Grundare & VD,Grundare & VD
Chairman and co-founder,Chairman and co-founder
Kommunikationsstrateg och organisationsutvecklare,Kommunikationsstrateg och organisationsutvecklare
Sakkunnig ledamot och vice Ordförande i Stockholms kommunstyrelses Agenda 2030-råd,Sakkunnig ledamot och vice Ordförande i Stockholms kommunstyrelses Agenda 2030-råd
Systems Change Strategist,Systems Change Strategist
Project Manager Sustainable Consumtion and Circular Economy,Project Manager Sustainable Consumtion and Circular Economy
CINO Chief Innovation Officer,CINO Chief Innovation Officer
"Certified Transformational Coach, Owner","Certified Transformational Coach, Owner"
Senior Strategist,Senior Strategist
CSR/Sustainability - Investor Communications,CSR/Sustainability - Investor Communications
Acting Head of Communications,Acting Head of Communications
VD / Utbildare,VD / Utbildare
IMAGINE Leader,IMAGINE Leader
Initiativtagare och medlem,Initiativtagare och medlem
Administrativ chef,Administrativ chef
Utredare med fokus på gröna och blåa miljöer,Utredare med fokus på gröna och blåa miljöer
Corporate Communication Specialist,Corporate Communication Specialist
Co-Chief Executive Officer,Co-Chief Executive Officer
Vice President Of Business Development,Vice President Of Business Development
International Program & Advocacy Advisor/Programansvarig Agenda 2030 och global utveckling,International Program & Advocacy Advisor/Programansvarig Agenda 2030 och global utveckling
Hållbarhetskonsult partner - U&We,Hållbarhetskonsult partner - U&We
Global Legal Compliance Officer | Competition Law,Global Legal Compliance Officer | Competition Law
Supply chain human rights and labor expert,Supply chain human rights and labor expert
Enhetschef Miljö,Enhetschef Miljö
Financial Services Audit Partner,Financial Services Audit Partner
Hauptgeschäftsführer,Hauptgeschäftsführer
Associate Senior Impact Manager,Associate Senior Impact Manager
"EMA Head of Clients & Markets, Partner","EMA Head of Clients & Markets, Partner"
"Solo travel across Europe, Southeast Asia and Latin America","Solo travel across Europe, Southeast Asia and Latin America"
Practice Lead Sustainability Affairs,Practice Lead Sustainability Affairs
Head of Strategy Impact & Growth,Head of Strategy Impact & Growth
Avdelningschef Hållbarhet och Kommunikation,Avdelningschef Hållbarhet och Kommunikation
Enhetschef Hållbarhet och Kommunikation,Enhetschef Hållbarhet och Kommunikation
"Sustainability, Compliance and Consumer Satisfaction manager","Sustainability, Compliance and Consumer Satisfaction manager"
"Corporate Governance Specialist, Nordea Funds","Corporate Governance Specialist, Nordea Funds"
Social Impact Manager and Team lead,Social Impact Manager and Team lead
Senior Manager Sustainability and ESG,Senior Manager Sustainability and ESG
"Ledare, erfanätverk inom PR och CSR","Ledare, erfanätverk inom PR och CSR"
Chef Hållbar utveckling,Chef Hållbar utveckling
"ESG Engagement Director, Office of the Corporate Secretary","ESG Engagement Director, Office of the Corporate Secretary"
Försäkringsrådgivare företag,Försäkringsrådgivare företag
Research and Innovations Fellow,Research and Innovations Fellow
"CEO, The Earthshot Prize","CEO, The Earthshot Prize"
Chair of the Board of the Royal Netherlands Institute of Chartered Accountants,Chair of the Board of the Royal Netherlands Institute of Chartered Accountants
Sustainability Sales Manager,Sustainability Sales Manager
Head of Public Policy & Regulatory Affairs,Head of Public Policy & Regulatory Affairs
